Job Title,Company Name,Preferred Qualifications,Link to Job
AI/AR Engineer,Leica Microsystems,"FOR THIS POSITION3-5 years of experience in developing AR applications for various platforms.Proficiency in programming languages such as C++, Java, and/or Swift.Strong problem-solving skills and ability to work collaboratively in a team environmentb) EducationBachelor's or Master's degree in computer science, software engineering, or a related field.c) LanguageFluent in Englishd) Travel (required estimated % of time)10%E) OtherSystematic in problem-solving approach and creative thinker Prototyping using Matlab / Python / C / C++Knowledge in FPGA design preferredEmployment Type: Full-timeWhen you join us, you’ll also be joining Danaher’s global organization, where 80,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes.If you’ve ever wondered what’s within you, there’s no better time to find out.",https://sg.linkedin.com/jobs/view/ai-ar-engineer-at-leica-microsystems-3747216594?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=9wBRXTRkDzXL7f2kCIfPYg%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card
"Manager to Senior Manager, Data Scientist, Data Science",Singapore Tourism Board,.Provide inputs to the design and development of an integrated data model to allow analysis across multiple structured and unstructured datasets.[,https://sg.linkedin.com/jobs/view/manager-to-senior-manager-data-scientist-data-science-at-singapore-tourism-board-3729445149?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=K8pEyJ9XvMLwnY9qe1wttQ%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card
Junior Software Engineer (Javascript/JAVA/Python/C# / C++),Talentsis Pte Ltd,"Implement end-to-end specifications for solution componentsGenerate relevant documents and reportsPerform testing and implementation of solutionsParticipate in UX activities such as creating wireframes/storyboards, conducting user research/interviews and developing user stories, storyboardsContribute to the SDLC in the areas of coding tools, languages, and software designsJob",https://sg.linkedin.com/jobs/view/junior-software-engineer-javascript-java-python-c%23-c%2B%2B-at-talentsis-pte-ltd-3743592667?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=iy3N9oAssYWHPIGMeQ4UrQ%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card
Application Engineer,InsiderSecurity,Develop and configure use cases Troubleshooting of technical issues Serve as the interface between the customer and our product engineering teams. This is an excellent role to gain experience and insight into the cybersecurity industry&lt;p&gt;&lt;/p&gt;,https://sg.linkedin.com/jobs/view/application-engineer-at-insidersecurity-3590306134?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=U1Nr1OktpDCXF7DGJ1Irgg%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card
Software Engineer - HC040,Activate Interactive,"&lt;p&gt;&lt;/p&gt;What are we looking for?&lt;p&gt;&lt;/p&gt;Degree in Computer Science, Computer or Electronics Engineering, Information Technology or related disciplinesAt least three years of professional experience in a software engineer or equivalent positionFamiliar with cloud-native technology and architectureFamiliar with Clean Code, Design Patterns and Unit TestingKnowledge and experience in Kotlin, Spring Boot Framework and Spring Cloud will be advantageousWorking experience in Agile and UX development environments will be an added advantageGood presentation and listening skills&lt;p&gt;&lt;/p&gt;Benefits&lt;p&gt;&lt;/p&gt;What do we offer in return?&lt;p&gt;&lt;/p&gt;Fun working environmentEmployee Wellness Program&lt;p&gt;&lt;/p&gt;Does it sound like something you are interested in exploring further? Please be in touch with our team for an initial chat at chi@activate.sg&lt;p&gt;&lt;/p&gt;Activate Interactive Singapore is an equal opportunity employer. Employment decisions will be based on merit, qualifications and abilities. Activate Interactive Pte Ltd does not discriminate in employment opportunities or practices on the basis of race, colour, religion, gender, sexuality, national origin, age, disability, marital status or any other characteristics protected by law.&lt;p&gt;&lt;/p&gt;Protecting your privacy and the security of your data are longstanding top priorities for Activate Interactive Pte Ltd.&lt;p&gt;&lt;/p&gt;Your personal data will be processed for the purposes of managing Activate Interactive Pte Ltd’s recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results, and as is otherwise needed in the recruitment and hiring processes.&lt;p&gt;&lt;/p&gt;Please consult our Privacy Notice (https://www.activate.sg/privacy-policy) to know more about how we collect, use, and transfer the personal data of our candidates. Here you can find how you can request for access, correction and/or withdrawal of your Personal Data.",https://sg.linkedin.com/jobs/view/software-engineer-hc040-at-activate-interactive-3729138295?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=d3DKr1JEuRHums5g5Tu0cw%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card
Application Developer [2 months max NP],Luxoft,"using Unix/PLSQL&lt;/p&gt;&lt;p&gt;• To design and build the Control-M jobs for batch processing&lt;/p&gt;&lt;p&gt;• To carry out unit testing and SIT on the developed functions&lt;/p&gt;&lt;p&gt;• To support UAT cycle, troubleshoot the issues and provide bug fixes&lt;/p&gt;&lt;p&gt;• To raise remedy ticket for required changes in controlled environments&lt;/p&gt;&lt;p&gt;• To migrate deliverables objects using Aldon migration tools to UAT/Production environment&lt;/p&gt;&lt;p&gt;• To provide proper documentation for all the deliverables&lt;/p&gt;&lt;p&gt;• To ensure the design &amp;amp; build is in line with the standard and all deviations are clearly articulated and agreed. The scope should be from sourcing from upstream till the final report generation&lt;/p&gt;&lt;p&gt;• Review the code to ensure it does not break / Lead to performance issue&lt;/p&gt;&lt;p&gt;• Prepare necessary documents to facilitate and deliver the project (Release checklist, UAT results, etc.)&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;Skills&lt;/p&gt;&lt;p&gt;&lt;em&gt;&lt;u&gt;Must have&lt;/u&gt;&lt;/em&gt;&lt;/p&gt;&lt;p&gt;The candidate must have 4-6 years working experience in the following areas:&lt;/p&gt;&lt;p&gt;• Good understanding in SDLC phases&lt;/p&gt;&lt;p&gt;• Working experience of CRS reporting&lt;/p&gt;&lt;p&gt;• Capability in requirement analysis and functional design skills&lt;/p&gt;&lt;p&gt;• Capability of self-learning and a quick learner&lt;/p&gt;&lt;p&gt;• Be adaptable, flexible and be able to thrive in a challenging, fast-paced of a growing organization / environment&lt;/p&gt;&lt;p&gt;• Experience with project management best practices/ methodologies/ project lifecycle&lt;/p&gt;&lt;p&gt;• Developer experience in SQL Server. Strong knowledge on MS SQL developer and should be able to write sql queries&lt;/p&gt;&lt;p&gt;• Good knowledge of SQL database&lt;/p&gt;&lt;p&gt;• Proficient with Batch &amp;amp; Power Shell scripting&lt;/p&gt;&lt;p&gt;• Good understanding in Data Warehouse and Data Mart concept&lt;/p&gt;&lt;p&gt;• Experience in Performance tuning of queries&lt;/p&gt;&lt;p&gt;• Good knowledge on SSIS &amp;amp; SSRS - ETL transformation &amp;amp; Reporting purposes&lt;/p&gt;",https://sg.linkedin.com/jobs/view/application-developer-2-months-max-np-at-luxoft-3695754431?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=JLihPJjEELCUmg4kVyHSWQ%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Modelling Scientist,Robert Half,"&lt;/u&gt;&lt;p&gt;&lt;/p&gt;The ideal candidate must have Bachelor's Degree in Computer Science / Data Science / relevant degree and over 7 years of experience in relational, dimensional, and/or analytic experience using RDBMS, dimensional, NoSQL data platform technologies, and ETL and data ingestion protocols, with solid experience in modeled data / data architecting for asset management, investment or fund management domains (within related financial services industries). Experience in financial planning &amp;amp; analysis tools and asset management tools such as Yardi are desirable.&lt;p&gt;&lt;/p&gt;Apply Today&lt;p&gt;&lt;/p&gt;Please send your resume, in WORD format only and quote reference number SN12739086, by clicking the apply button. Please note that only short-listed candidates will be contacted.&lt;p&gt;&lt;/p&gt;Robert Half International Pte Ltd Co. Registration: 200612189E | EA Licence No: 07C5595 | Suriani Norahim | EA Registration No: R1109288&lt;p&gt;&lt;/p&gt;&lt;em&gt;By clicking 'apply', you give your express consent that Robert Half may use your personal information to process your job application and to contact you from time to time for future employment opportunities. For further information on how Robert Half processes your personal information and how to access and correct your information, please read the Robert Half privacy notice: https://www.roberthalf.com.sg/privacy-statement. Please do not submit any sensitive personal data to us in your resume (such as government ID numbers, ethnicity, gender, religion, marital status or trade union membership) as we do not collect your sensitive personal data at this time.&lt;/em&gt;",https://sg.linkedin.com/jobs/view/data-modelling-scientist-at-robert-half-3665710533?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=qOcekPK1%2BgLFu5cBmqEHBA%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Analyst / Data Scientist (NUS - Office of Data and Intelligence),National University of Singapore,"for the various stakeholders of the University.The successful candidate will join a team of other data analysts and data scientists to engage in the following activities: Create detailed reports on data sources, methodology, analytical techniques, analytical results and insights for stakeholders.  Develop visualizations and presentations for dissemination of analytical results and derivation of actionable insight.  Assist other units in the university with enhancing their data culture and capabilities.  Develop data repositories and system to enable key stakeholders to access regular reports.",https://sg.linkedin.com/jobs/view/data-analyst-data-scientist-nus-office-of-data-and-intelligence-at-national-university-of-singapore-3741318455?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=mxphWGxiWYYGZ%2BLeA2m3Hg%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card
Software Engineers (Perm),Talentsis Pte Ltd,"Implement end-to-end specifications for solution componentsGenerate relevant documents and reportsPerform testing and implementation of solutionsParticipate in UX activities such as creating wireframes/storyboards, conducting user research/interviews and developing user stories, storyboardsContribute to the SDLC in the areas of coding tools, languages, and software designsJob",https://sg.linkedin.com/jobs/view/software-engineers-perm-at-talentsis-pte-ltd-3744557939?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=o8VfhBwb5rOjiXm1ZP9Q5w%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card
Python Developer (CICD_SQL_RDBMS_GLUE_LAMBDA),Maltem Asia-Pacific,":&lt;/p&gt;Strong hands-on Python Software Development skill with experience in multiple enterprise projects.Strong hands-on SQL skill in any RDBMS.Experience in automation testing and CICD pipelines.Experience in AWS PAAS usage, e.g. GLUE , LAMBDA.Experience in writing unit and integration tests.&lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;GOOD-TO-HAVE :&lt;/p&gt;Exposure in .NET.Exposure in Snowflake.",https://sg.linkedin.com/jobs/view/python-developer-cicd-sql-rdbms-glue-lambda-at-maltem-asia-pacific-3740882280?refId=pmS3xNNwWixVYpodV6VtsA%3D%3D&trackingId=ws0EiEW6mJxt1EYupoKrLw%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card
